nct_id,brief_title,sponsor_name,phase,overall_status,start_date,completion_date,enrollment_count,interventions
NCT02005510,Randomized Trial of In-Home Cervical Cancer Screening in Underscreened Women,University of Washington,NA,COMPLETED,2014-02,2018-02,19851.0,Mailed in-home high-risk HPV testing kit; Usual care
NCT05497310,Effectiveness and Safety of Therapy Based on Attenuated ATO Plus Low-Dose ATRA in Patients With APL,Hospital Universitario Dr. Jose E. Gonzalez,PHASE1,UNKNOWN,2022-07-01,2025-07-31,15.0,Arsenic trioxide; all-trans retinoic acid
NCT00973310,Erlotinib Concurrent With Radiation Therapy in Non-small-cell Lung Cancer,Tianjin Medical University Cancer Institute and Hospital,PHASE2,UNKNOWN,2009-10,2016-12,50.0,Radiation Therapy and EGFR-TKI target therapy
NCT04428710,Assessment Psychological Distress for Cancer Heredity Test,Hospital Universitario La Fe,N/A,UNKNOWN,2018-10-01,2021-12-31,800.0,assessment with psychometric questionnaire
NCT04589013,Prediction of Response to Treatment With Immunotherapy + Chemotherapy in Non-Small Cell Lung Cancer,"University Hospital, Lille",N/A,COMPLETED,2020-11-19,2023-09-29,106.0,
NCT02795013,Genetic Study of Families With High Frequency of Hodgkin Lymphoma,St. Jude Children's Research Hospital,N/A,COMPLETED,2016-08-17,2018-02-27,27.0,
NCT01209013,Safety of Photodynamic Therapy (PDT) in the Ablation of High-grade Dysplasia (HGD) in Barrett's Esophagus (BE),Pinnacle Biologics Inc.,PHASE3,WITHDRAWN,,,0.0,Medlight PDT Balloon; Endoscopy; Endoscopy with biopsy; Electrocardiogram; Chest x-ray; Blood collection; Tissue sample collection
NCT07376213,Effects of a Home-Based Exercise Program During Radiotherapy,Burak Ertürk,NA,COMPLETED,2022-01-02,2025-01-15,24.0,Home-based exercise
NCT02075060,Evaluation of Immediate Preoperative Instillation (IPOI) of Mitomycin C Compared to Early Postoperative Instillation (IPOP) in Non-muscle Invasive Bladder Cancer,Poitiers University Hospital,NA,COMPLETED,2014-02-17,2018-01-18,60.0,IPOI; IPOP
NCT02437760,The Prognostic and Predictive Value of the CA-125 Marker in Lung Cancer Monitoring,E-DA Hospital,N/A,UNKNOWN,2015-02,2018-02,200.0,serum and pleural effusion CA-125 level
NCT01492920,"Acetyl-L-Carnitine Hydrochloride in Preventing Peripheral Neuropathy in Patients With Recurrent Ovarian Epithelial Cancer, Primary Peritoneal Cavity Cancer, or Fallopian Tube Cancer Undergoing Chemotherapy",Gynecologic Oncology Group,PHASE3,WITHDRAWN,2012-04,,0.0,Acetyl-L-Carnitine Hydrochloride; Placebo; Questionnaire Administration; Quality-of-Life Assessment
NCT07711782,Management of Polycystic Ovarian Syndrome-associated Reproductive Dysfunction Through Kefir Supplementation,University of Lahore,NA,COMPLETED,2026-01-18,2026-04-18,50.0,(C0) Control group; (G1) Experimental group
NCT00770224,"S0801 Iodine I 131 Tositumomab, Rituximab, and Combination Chemotherapy in Previously Untreated Stage II, Stage III, or Stage IV Follicular Non-Hodgkin Lymphoma",SWOG Cancer Research Network,PHASE2,COMPLETED,2009-04,2019-08,87.0,rituximab; tositumomab; cyclophosphamide; doxorubicin; prednisone; vincristine; tositumomab
NCT02611024,Pharmacokinetic Study of Lurbinectedin in Combination With Irinotecan in Patients With Selected Solid Tumors,PharmaMar,PHASE1,COMPLETED,2016-05-06,2025-07-01,316.0,Lurbinectedin; Irinotecan
NCT02728024,Assessing Psychosocial and Supportive Care Needs in Patients With Gliomas,Johannes Gutenberg University Mainz,N/A,COMPLETED,2014-03,2015-06,175.0,"Missing items, Errors in Completion, Difficulties"
NCT06524024,Clinical Study of Tumor Polypeptide DC-CTL in the Treatment of Solid Tumors,"Zhengzhou Revo-Gene Technology Co., LTD",NA,NOT_YET_RECRUITING,2026-10-01,2027-04-01,20.0,Tumor polypeptide pool induced DC-CTL cell injection
NCT07223424,Patient Preference for Subcutaneous vs. Intravenous Immune Therapy,Diwakar Davar,PHASE2,RECRUITING,2025-11-04,2030-11-30,880.0,nivolumab; pembrolizumab
NCT07755124,Dietary Arginine Deprivation Combined With Chemoradiotherapy for Neoadjuvant Treatment of Rectal Cancer: A Randomized Controlled Trial,West China Hospital,PHASE1,NOT_YET_RECRUITING,2026-08-14,2029-06-30,140.0,Arginine-Deprived Diet; Short-Course Radiotherapy (SCRT); CAPOX + PD-1 Inhibitor
NCT00455923,SERETIDE Vs FLIXOTIDE In Mild Persistent Asthma (GINAII),GlaxoSmithKline,PHASE4,COMPLETED,2005-05-03,2007-07-31,100.0,Seretide; Flixotide
NCT03847623,Effect of Preoperative Curcumin in Breast Cancer Patients,University of Malaya,NA,UNKNOWN,2017-06-18,2020-12-31,30.0,Curcumin; Placebo
NCT00125723,FIRST - Study of Pegfilgrastim Administered in the First and Subsequent Cycles of Myelosuppressive Chemotherapy,Amgen,PHASE4,COMPLETED,2004-05,2005-12,2252.0,PI Discretion
NCT05888623,Computer Assisted Detection of Neoplasia During Colonoscopy Evaluation,VA Puget Sound Health Care System,N/A,COMPLETED,2022-10-01,2023-12-31,334200.0,Computer Assisted Detection
NCT06117059,The PRECISION Study: 3 Fractions of Prostate SBRT and RayPilot HypoCath Image Guidance,NHS Lothian,NA,RECRUITING,2024-11-01,2027-11-01,100.0,3 fractions of prostate SBRT
NCT02696759,Gut Microbiome & Gastrointestinal Toxicities as Determinants of Response to Neoadjuvant Chemo for Advanced Breast Cancer,University of Arkansas,NA,TERMINATED,2016-07,2021-08,15.0,Blood & Fecal Collection
NCT00382759,Nonmyeloablative Stem Cell Transplant in Elderly,Azienda Ospedaliera San Giovanni Battista,PHASE2,COMPLETED,2000-03,2007-03,50.0,stem cell transplant
NCT02305459,CIRSE Registry for SIR-Spheres Therapy,Cardiovascular and Interventional Radiological Society of Europe,N/A,COMPLETED,2014-11,2020-01-01,1051.0,Yttrium-90 loaded SIR-Spheres microspheres; QLQ-C30 with HCC module
NCT02106559,Photodynamic Therapy During Surgery in Treating Patients With Pleural Malignancy,Ohio State University Comprehensive Cancer Center,NA,WITHDRAWN,2014-09-04,2016-01-29,0.0,porfimer sodium; therapeutic conventional surgery; photodynamic therapy
NCT04862780,(SYMPHONY) Phase 1/2 Study Targeting EGFR Resistance Mechanisms in NSCLC,Blueprint Medicines Corporation,PHASE1,TERMINATED,2021-06-29,2024-10-07,177.0,BLU-945; osimertinib
NCT01942980,Evaluation of the Efficacy of Hippocampal Avoidance on the Cognitive Toxicity of Whole-Brain Radiation Therapy After Surgical Resection of Single Brain Metastasis of Breast Cancer,Institut Paoli-Calmettes,PHASE3,COMPLETED,2013-03,2017-06-06,8.0,Radiation therapy Brain metastasis in breast cancer
NCT00676780,Green Tea Extract and Prostate Cancer,Louisiana State University Health Sciences Center Shreveport,PHASE2,COMPLETED,2004-05,2008-12,33.0,Polyphenon E (EGCG)
NCT00134680,"Letrozole, Herceptin in Her2neu +, Estrogen Receptor [ER] and/or Progesterone Receptor [PR] Positive, MBC",Duke University,PHASE2,COMPLETED,2000-01,2005-07,33.0,Letrozole; Trastuzumab
NCT04343079,Intra-operative PET-CT: a Novel Approach to Determine Excision Margins in Lumpectomy Breast Cancer.,"University Hospital, Ghent",NA,UNKNOWN,2018-01-01,2025-12-31,100.0,PET CT
NCT05631379,Influence of Nutritional Status on Oncologic and Operative Outcome in Patients Operated for Retroperitoneal Sarcoma,Institute of Oncology Ljubljana,N/A,COMPLETED,2022-12-02,2024-04-04,100.0,Measurement of body composition with computed tomography (CT); GLIM malnutrition criteria; EWGSOP2 sarcopenia criteria; ESPEN-EASO criteria for sarcopenic obesity; Prognostic Nutritional Index (PNI); The high-sensitivity modified Glasgow prognostic score
NCT03050996,Retrograde Perfusion Sphinterometry and Autologous Sling to Improve Urinary Continence in Robotic Radical Prostatectomy,Istituto Auxologico Italiano,N/A,UNKNOWN,2016-06-01,2017-06-30,50.0,robotic radical prostatectomy
NCT00385996,Pilot Study of Preoperative Tarceva (Erlotinib) for Stages I/II Non-Small Cell Lung Cancer,Weill Medical College of Cornell University,PHASE2,COMPLETED,2006-10,2011-08,22.0,Tarceva (Erlotinib)
NCT06108596,"Evaluation of the Efficacy and Safety of Interleucin-2 Combined With PD-1 Monoclonal Antibody and CAPOX in Preoperative Neoadjuvant Therapy for Mid-low Locally Advanced Rectal Cancer - a Single-center, Single-arm, Open-label Clinical Trail",The First Affiliated Hospital with Nanjing Medical University,PHASE2,COMPLETED,2023-10-21,2024-12-31,33.0,Sintilimab with Interleukin-2+CAPOX
NCT03296696,Study of AMG 596 in Patients With EGFRvIII Positive Glioblastoma,Amgen,PHASE1,TERMINATED,2018-04-18,2021-08-28,30.0,AMG 596; AMG 404
NCT05181462,Nadunolimab in Combination With Gemcitabine Plus Carboplatin in Patients With Advanced Triple Negative Breast Cancer.,Cantargia AB,PHASE1,COMPLETED,2022-01-11,2026-05-08,117.0,Carboplatin; Gemcitabine; Nadunolimab
NCT01482962,Alisertib (MLN8237) or Investigator's Choice in Patients With Relapsed/Refractory Peripheral T-Cell Lymphoma,"Millennium Pharmaceuticals, Inc.",PHASE3,COMPLETED,2012-06-11,2017-12-18,271.0,Alisertib; Pralatrexate; Gemcitabine; Romidepsin
NCT00003162,Radiation Therapy in Treating Patients With Bone Metastases From Breast or Prostate Cancer,Radiation Therapy Oncology Group,PHASE3,COMPLETED,1998-02,,949.0,pain therapy; radiation therapy
NCT01585662,Prospective Random Comparing Study on EUS-guided Pseudocyst Drainage by Naso-pancreatic Tube and Stents,Xiaoyin Zhang,PHASE4,UNKNOWN,2012-01,2014-12,30.0,EUS-guided pancreatic pseudocyst drainage
NCT01339962,Retrospective Analysis Of Progression Free Survival And Overall Survival In A National Cohort Of Patients With Metastatic Renal Cell Carcinoma Treated In Denmark From 2006-2010. DARENCA Study 2.,Pfizer,N/A,COMPLETED,2011-04,2012-04,1073.0,Non-interventional
NCT05646862,"A Study Evaluating the Efficacy and Safety of Inavolisib Plus Fulvestrant Compared With Alpelisib Plus Fulvestrant in Participants With HR-Positive, HER2-Negative, PIK3CA Mutated, Locally Advanced or Metastatic Breast Cancer Post CDK4/6i and Endocrine Combination Therapy",Hoffmann-La Roche,PHASE3,RECRUITING,2023-06-07,2029-03-30,420.0,Inavolisib; Fulvestrant; Alpelisib; Bupropion; Omeprazole; Midazolam
NCT05693246,Effect of Perioperative Use of Glycopyrrolate on Lung Function in Patients Under General Anesthesia,Zhuan Zhang,NA,COMPLETED,2023-10-01,2024-07-30,52.0,Glycopyrrolate; normal saline
NCT06781346,Rhomboid Intercostal Block Compared With Thoracic Paravertebral Block in Breast Cancer Surgeries,Fayoum University Hospital,NA,COMPLETED,2025-02-15,2025-12-15,180.0,Rhomboid Intercostal Block; Thoracic Paravertebral Block
NCT04003246,Phase II Concurrent Durvalumab and Radiotherapy for for Stage III Non-Small Cell Lung Cancer,University of Texas Southwestern Medical Center,PHASE2,COMPLETED,2020-04-03,2024-11-05,10.0,Thoracic RT and Durvalumab; Consolidative Durvalumab
NCT04640246,Study of TBX-3400 in Subjects With Solid Malignant Tumors Resistant or Refractory to Standard Therapies,"Taiga Biotechnologies, Inc.",PHASE1,UNKNOWN,2021-01-25,2023-04,60.0,TBX-3400
NCT00797446,Photon/Proton Radiation Therapy for Oropharyngeal Cancers,University of Florida,N/A,TERMINATED,2007-09,2015-07,10.0,
NCT06951646,ctDNA-MRD Guided Escalation of Ivonescimab and Docetaxel in Advanced NSCLC With Long-Term Responses to First-line Immunotherapy (CR1STAL-Adaptive),Second Xiangya Hospital of Central South University,PHASE2,RECRUITING,2026-03-10,2030-06-01,70.0,Ivonescimab; Docetaxel; Standard Treatment group
NCT02577588,Trial of Adoptive T Cell Therapy With Activated P53 Specific T Cells for Treatment of Advanced Colorectal Cancer,"National Center for Tumor Diseases, Heidelberg",PHASE1,TERMINATED,2016-05-01,2018-02-19,1.0,re-activated T cells
NCT06689488,Bronchoscopic Microwave Ablation of Lung Tissue in Surgical Candidates,Creo Medical Limited,N/A,RECRUITING,2025-06-17,2026-12,30.0,Ablation
NCT06897488,EMERALD: Endocrine Therapy oMission With Radiation in ER+ Breast Cancer: Assessing Quality of Life and Disease Control: a Prospective Phase II Trial,M.D. Anderson Cancer Center,PHASE2,RECRUITING,2025-07-17,2030-12-31,300.0,Adjuvant Radiotherapy
NCT01704703,"Study of FOLFIRI + Panitumumab Using Ultra-selection Technology of Patients With Stage IV Colorectal Cancer Refractory to Irinotecan Without Any Mutation on KRAS, PIK3Ca, BRAF and NRAS Genes Detected With Highly Sensitive Techniques",Spanish Cooperative Group for the Treatment of Digestive Tumours (TTD),PHASE2,COMPLETED,2012-10,2016-07,72.0,panitumumab; FOLFIRI
NCT05947903,Validation of the European Oncology Quality of Life Toolkit,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",N/A,UNKNOWN,2024-08-31,2024-10-31,4000.0,Administration of the EUonQoL-Kit - Active Treatment questionnaire; Administration of the EUonQoL-Kit - Survivors questionnaire; Administration of the EUonQoL-Kit - Palliative Care questionnaire
NCT06828003,Feasibility of a Remotely-Delivered Resistance Training Program for Cognitive Function in Men Living With and Beyond Prostate Cancer,University of Toronto,NA,NOT_YET_RECRUITING,2025-03-01,2026-01,30.0,Resistance Training
NCT04507503,Expanded Access Study of TAS-120 in Patients With Advanced Cholangiocarcinoma Harboring FGFR2 Gene Rearrangements,"Taiho Oncology, Inc.",N/A,APPROVED_FOR_MARKETING,,,,TAS-120
NCT03896503,"Randomized Trial of Topotecan With M6620, an ATR Kinase Inhibitor, in Small Cell Lung Cancers and Small Cell Cancers Outside of the Lungs",National Cancer Institute (NCI),PHASE2,ACTIVE_NOT_RECRUITING,2019-12-30,2027-05-13,104.0,Berzosertib; Biopsy Procedure; Biospecimen Collection; Computed Tomography; Topotecan Hydrochloride
NCT03413761,"Antioxidant Supplements, Genetics and Chemotherapy Outcomes",Roswell Park Cancer Institute,N/A,COMPLETED,2004-12-18,2013-11-12,1771.0,
NCT04138342,Topical Fluorescent Nanoparticles Conjugated Somatostatin Analog for Suppression and Bioimaging Breast Cancer,Al-Azhar University,PHASE1,UNKNOWN,2019-09-15,2022-12-13,30.0,Quantum dots coated with veldoreotide; Topical approved placebo
NCT04308642,Study to Evaluate Blood and Urine Kidney Injury Markers to Facilitate Early Detection of Renal Adverse Drug Events in Pediatric Cancer Patients Treated With Nephrotoxic Chemotherapy,"University Hospital, Basel, Switzerland",N/A,COMPLETED,2020-10-22,2023-12-31,6.0,blood test for renal biomarkers; urine test for renal biomarkers
NCT02874742,"Study Comparing Daratumumab, Lenalidomide, Bortezomib, and Dexamethasone (D-RVd) Versus Lenalidomide, Bortezomib, and Dexamethasone (RVd) in Subjects With Newly Diagnosed Multiple Myeloma","Janssen Research & Development, LLC",PHASE2,COMPLETED,2016-08-29,2022-04-08,224.0,Lenalidomide; Bortezomib; Dexamethasone; Daratumumab
NCT02428842,Biomarker Evaluation in Advanced Stage Cervical Cancer by an International Working Group. Tumor Stages (1B1 - 4),Institut Curie,NA,COMPLETED,2013-10-24,2020-10-20,419.0,Tumor biopsies; Blood sampling
NCT00489086,Topical Tazarotene in Treating Patients With Basal Cell Skin Cancer and Basal Cell Nevus Syndrome on the Face,UCSF Benioff Children's Hospital Oakland,PHASE2,COMPLETED,2004-07,2012-06,36.0,tazarotene
NCT02221986,Interdisciplinary Rehabilitation of Patients With Glioma During Anti-cancer Treatment,Odense University Hospital,NA,COMPLETED,2015-02-01,2018-02-14,64.0,Interdisciplinary rehabilitation
NCT05430386,Study of HS-10241 in Combination With Almonertinib in Patients With Locally Advanced or Metastatic NSCLC,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",PHASE1,UNKNOWN,2022-01-05,2023-12-31,174.0,HS-10241
NCT02390986,An Extension Study of LON002 in Patients With Cancer,LondonPharma Ltd.,NA,UNKNOWN,2015-01,2017-06,50.0,LON002
NCT07762586,Luminal Bladder Cancer Effective Response to Neoadjuvant Chemotherapy (LUMBER-NAC),"Rutgers, The State University of New Jersey",PHASE2,RECRUITING,2026-07-10,2029-07,60.0,Neoadjuvant Therapy; Upfront radical cystectomy
NCT00729586,"Temsirolimus With or Without Megestrol Acetate and Tamoxifen Citrate in Treating Patients With Advanced, Persistent, or Recurrent Endometrial Cancer",National Cancer Institute (NCI),PHASE2,COMPLETED,2008-09,2017-02,73.0,Laboratory Biomarker Analysis; Megestrol Acetate; Tamoxifen Citrate; Temsirolimus
NCT06492070,Cryocompression With or Without Cilostazol for the Prevention of Paclitaxel-induced Neuropathy in Patients With Gynecological Cancers,Emory University,PHASE2,RECRUITING,2024-08-01,2027-12-31,70.0,Best Practice; Cilostazol; Cryocompression Therapy; Paclitaxel; Quality-of-Life Assessment
NCT01526473,A Phase I Study To Evaluate The Antitumor Activity And Safety Of AVX901,H. Kim Lyerly,PHASE1,COMPLETED,2012-02,2017-12,22.0,AVX901
NCT04494373,"Comparing of the Pharmacokinetic, Pharmacodynamic, Safety and Immunogenicity of HS-20090 and Xgeva® in Healthy Adults","Jiangsu Hansoh Pharmaceutical Co., Ltd.",PHASE1,UNKNOWN,2020-09-01,2021-06-30,154.0,HS-20090; Xgeva®
NCT07652073,A Study of DAT-2645 in Patients With BRCA1/2 Mutations or HRD-Positive Ovarian Cancer,"Danatlas Pharmaceuticals Co., Ltd",PHASE2,NOT_YET_RECRUITING,2026-06-15,2028-03-30,30.0,DAT-2645 tablet
NCT06782373,A Study to Assess the Effectiveness and Safety of Pacritinib in Patients With VEXAS Syndrome (PAXIS),Swedish Orphan Biovitrum,PHASE2,ACTIVE_NOT_RECRUITING,2025-05-28,2030-05-22,156.0,Pacritinib; Placebo
NCT06362369,A Study of Oral 7HP349 (Alintegimod) in Combination With Ipilimumab Followed by Nivolumab Monotherapy,"7 Hills Pharma, LLC",PHASE1,RECRUITING,2024-08-23,2028-12-31,126.0,Alintegimod; Ipilimumab; Nivolumab
NCT01388569,Biomarkers in Blood Samples From Patients With Stage IV Melanoma Previously Treated With Sargramostim,Eastern Cooperative Oncology Group,N/A,COMPLETED,2011-06-28,2011-09-28,48.0,flow cytometry; immunologic technique; laboratory biomarker analysis
NCT01730118,Ad/HER2/Neu Dendritic Cell Cancer Vaccine Testing,National Cancer Institute (NCI),PHASE1,COMPLETED,2013-03-04,2019-12-03,33.0,Adenoviral Transduced Autologous Human Epidermal Growth Factor Receptor (AdHER)2/neu Dendritic Cell (DC) Vaccine
NCT02807597,Real-time Intraoperative Breast Cancer Visualization for Margin Assessment,Samuel Achilefu,PHASE1,TERMINATED,2020-02-18,2022-01-27,9.0,LS301; Cancer Vision Goggles and standard fluorescence imaging systems; Surgery
NCT06835218,PROCARE - PROstate Cancer Real World Evidence Registry,UroTrials Company (GmbH),N/A,RECRUITING,2024-01-29,2032-12-31,5000.0,
NCT06285318,A Study of Clinical Outcomes in Patients With Relapsed/Refractory Multiple Myeloma (RRMM) Treated With T-cell Redirectors Outside of Clinical Trials,Janssen-Cilag Ltd.,N/A,RECRUITING,2023-12-18,2026-09-24,900.0,Teclistamab; Talquetamab
NCT07510997,Perioperative Individually Tailored Psychological Intervention in Breast Cancer Surgery,Rabin Medical Center,NA,COMPLETED,2018-01-01,2022-12-31,40.0,Individually Tailored Perioperative Psychological Intervention; Standard Nursing Care
